PersonID,Role,Age,OwnMonthlyIncome,ParentMonthlyIncome,CumulativeFamilyIncome,FamilySize,IncomeBracket,Occupation,MaritalStatus,RecommendedPlan,PremiumType,PlanMonthlyPayment,AvgMaxCoverage
6012,Adult,47,124740,0,124740,1,High,Manager,Single,Individual Health Insurance,Premier,18299,669409
6013,Young Adult,19,48981,0,48981,1,Low,Service Worker,Single,Protability Insurance,Basic,6790,326569
6014,Adult,61,89302,0,183817,1,Medium,White-collar,Married,Parents Health Insurance,Lite,10404,573070
6015,Adult,59,124740,0,214042,1,High,Entrepreneur,Married,Parents Health Insurance,Premier,18790,573070
6016,Adult,59,139854,0,229156,1,High,Executive,Married,Parents Health Insurance,Premier,18790,573070
6017,Adult,52,144726,0,196926,1,High,Entrepreneur,Married,Individual Health Insurance,Premier,18299,669409
6018,Adult,53,40968,0,40968,1,Low,Service Worker,Single,Accidental Coverage,Basic,8791,470322
6019,Teen,15,0,49203,49203,1,Low,Dependent,Single,Children Health Insurance,Basic,9480,299273
6020,Adult,31,36771,0,36771,1,Low,Service Worker,Single,Protability Insurance,Basic,6790,326569
6021,Teen,19,0,94515,94515,4,Medium,Dependent,Single,Family Health Insurance,Lite,17575,499383
6022,Adult,25,144726,0,144726,1,High,Executive,Single,Protability Insurance,Premier,18613,326569
6023,Adult,24,103981,0,103981,1,High,Professional,Single,Individual Health Insurance,Premier,18299,669409
6024,Child,3,0,40931,40931,1,Low,Dependent,Single,Children Health Insurance,Basic,9480,299273
6025,Teen,18,0,103981,103981,3,High,Dependent,Single,Family Health Insurance,Premier,25574,499383
6026,Teen,19,0,50305,50305,4,Medium,Dependent,Single,Family Health Insurance,Lite,17575,499383
6027,Teen,15,0,44710,44710,1,Low,Dependent,Single,Children Health Insurance,Basic,9480,299273
6028,Child,8,0,44481,44481,1,Low,Dependent,Single,Children Health Insurance,Basic,9480,299273
6029,Adult,58,40968,0,85678,1,Low,Factory Worker,Married,Parents Health Insurance,Basic,4515,573070
6030,Adult,53,110353,0,198414,3,High,Professional,Married,Family Health Insurance,Premier,25574,499383
6031,Adult,31,63603,0,127206,1,Medium,Sales Associate,Married,Individual Health Insurance,Lite,13437,669409
6032,Adult,57,37229,0,37229,1,Low,Service Worker,Single,Parents Health Insurance,Basic,4515,573070
6033,Child,2,0,108000,108000,1,High,Dependent,Single,Children Health Insurance,Premier,19730,299273
6034,Young Adult,21,103981,0,103981,1,High,Professional,Single,Protability Insurance,Premier,18613,326569
6035,Adult,49,144726,0,159460,2,High,Professional,Married,Family Health Insurance,Premier,25574,499383
6036,Child,6,0,24174,24174,1,Low,Dependent,Single,Children Health Insurance,Basic,9480,299273
6037,Adult,49,50305,0,50305,1,Medium,Clerical,Single,Individual Health Insurance,Lite,13437,669409
6038,Teen,17,0,55459,55459,4,Medium,Dependent,Single,Family Health Insurance,Lite,17575,499383
6039,Young Adult,22,124740,0,212801,2,High,Executive,Married,Family Health Insurance,Premier,25574,499383
6040,Teen,19,0,88061,88061,2,Medium,Dependent,Single,Family Health Insurance,Lite,17575,499383
6041,Adult,42,110353,0,110353,1,High,Executive,Single,Individual Health Insurance,Premier,18299,669409
6042,Adult,51,63603,0,119062,4,Medium,Technician,Married,Family Health Insurance,Lite,17575,499383
6043,Child,7,0,141451,141451,1,High,Dependent,Single,Children Health Insurance,Premier,19730,299273
6044,Adult,40,127037,0,141771,2,High,Entrepreneur,Married,Family Health Insurance,Premier,25574,499383
6045,Adult,59,50305,0,50305,1,Medium,Clerical,Single,Parents Health Insurance,Lite,10404,573070
6046,Child,12,0,85559,85559,1,Medium,Dependent,Single,Children Health Insurance,Lite,15600,299273
6047,Adult,38,50305,0,50305,1,Medium,Sales Associate,Single,Accidental Coverage,Lite,14445,470322
6048,Adult,55,55459,0,55459,1,Medium,Technician,Single,Parents Health Insurance,Lite,10404,573070
6049,Adult,63,144726,0,144726,1,High,Professional,Single,Parents Health Insurance,Premier,18790,573070
6050,Teen,19,0,110353,110353,3,High,Dependent,Single,Family Health Insurance,Premier,25574,499383
6051,Adult,43,110601,0,160906,4,High,Entrepreneur,Married,Family Health Insurance,Premier,25574,499383
6052,Teen,16,0,139854,139854,3,High,Dependent,Single,Family Health Insurance,Premier,25574,499383
6053,Child,4,0,107665,107665,4,High,Dependent,Single,Family Health Insurance,Premier,25574,499383
6054,Adult,57,116867,0,158178,1,High,Entrepreneur,Married,Parents Health Insurance,Premier,18790,573070
6055,Teen,17,0,144726,144726,3,High,Dependent,Single,Family Health Insurance,Premier,25574,499383
6056,Child,5,0,24174,24174,1,Low,Dependent,Single,Children Health Insurance,Basic,9480,299273
6057,Adult,28,127037,0,179237,2,High,Executive,Married,Family Health Insurance,Premier,25574,499383
6058,Adult,53,17314,0,17314,1,Low,Blue-collar,Single,Protability Insurance,Basic,6790,326569
6059,Teen,18,0,139854,139854,7,High,Dependent,Single,Protability Insurance,Premier,18613,326569
6060,Teen,14,0,92044,92044,1,Medium,Dependent,Single,Children Health Insurance,Lite,15600,299273
6061,Adult,65,110353,0,199655,1,High,Entrepreneur,Married,Parents Health Insurance,Premier,18790,573070
6062,Teen,16,0,55459,55459,3,Medium,Dependent,Single,Family Health Insurance,Lite,17575,499383
6063,Adult,65,124740,0,251777,1,High,Professional,Married,Parents Health Insurance,Premier,18790,573070
6064,Adult,27,127037,0,176240,4,High,Executive,Married,Family Health Insurance,Premier,25574,499383
6065,Child,3,0,92009,92009,4,Medium,Dependent,Single,Family Health Insurance,Lite,17575,499383
6066,Adult,56,14734,0,102795,1,Low,Service Worker,Married,Parents Health Insurance,Basic,4515,573070
6067,Adult,62,92044,0,92044,1,Medium,White-collar,Single,Parents Health Insurance,Lite,10404,573070
6068,Child,2,0,44481,44481,1,Low,Dependent,Single,Children Health Insurance,Basic,9480,299273
6069,Adult,53,55459,0,147503,2,Medium,Service Worker,Married,Family Health Insurance,Lite,17575,499383
6070,Child,8,0,77923,77923,1,Medium,Dependent,Single,Children Health Insurance,Lite,15600,299273
6071,Adult,36,110601,0,205116,2,High,Service Worker,Married,Family Health Insurance,Premier,25574,499383
6072,Teen,14,0,37229,37229,1,Low,Dependent,Single,Children Health Insurance,Basic,9480,299273
6073,Teen,15,0,110601,110601,1,High,Dependent,Single,Children Health Insurance,Premier,19730,299273
6074,Teen,16,0,64266,64266,4,Medium,Dependent,Single,Family Health Insurance,Lite,17575,499383
6075,Adult,65,40968,0,40968,1,Low,Factory Worker,Single,Parents Health Insurance,Basic,4515,573070
6076,Teen,19,0,107277,107277,2,High,Dependent,Single,Family Health Insurance,Premier,25574,499383
6077,Teen,14,0,94877,94877,6,Medium,Dependent,Single,Children Health Insurance,Lite,15600,299273
6078,Teen,14,0,63603,63603,3,Medium,Dependent,Single,Family Health Insurance,Lite,17575,499383
6079,Adult,45,124740,0,216784,2,High,Executive,Married,Family Health Insurance,Premier,25574,499383
6080,Teen,15,0,64266,64266,3,Medium,Dependent,Single,Family Health Insurance,Lite,17575,499383
6081,Teen,17,0,88061,88061,2,Medium,Dependent,Single,Family Health Insurance,Lite,17575,499383
6082,Teen,15,0,48981,48981,1,Low,Dependent,Single,Children Health Insurance,Basic,9480,299273
6083,Adult,50,144726,0,159643,1,High,Professional,Married,Individual Health Insurance,Premier,18299,669409
6084,Teen,19,0,110601,110601,2,High,Dependent,Single,Family Health Insurance,Premier,25574,499383
6085,Child,2,0,126736,126736,3,High,Dependent,Single,Family Health Insurance,Premier,25574,499383
6086,Adult,56,42112,0,42112,1,Low,Factory Worker,Single,Parents Health Insurance,Basic,4515,573070
6087,Adult,58,50305,0,190159,1,Medium,Clerical,Married,Parents Health Insurance,Lite,10404,573070
6088,Adult,61,107277,0,107277,1,High,Manager,Single,Parents Health Insurance,Premier,18790,573070
6089,Child,12,0,24174,24174,1,Low,Dependent,Single,Children Health Insurance,Basic,9480,299273
6090,Teen,19,0,88061,88061,4,Medium,Dependent,Single,Family Health Insurance,Lite,17575,499383
6091,Adult,40,36771,0,131286,1,Low,Service Worker,Married,Accidental Coverage,Basic,8791,470322
6092,Adult,38,63603,0,174204,3,Medium,Clerical,Married,Family Health Insurance,Lite,17575,499383
6093,Adult,61,94515,0,143496,1,Medium,Technician,Married,Parents Health Insurance,Lite,10404,573070
6094,Adult,56,107277,0,107277,1,High,Entrepreneur,Single,Parents Health Insurance,Premier,18790,573070
6095,Adult,55,89302,0,89302,1,Medium,Clerical,Single,Parents Health Insurance,Lite,10404,573070
6096,Teen,15,0,92044,92044,6,Medium,Dependent,Single,Children Health Insurance,Lite,15600,299273
6097,Adult,62,40968,0,144949,1,Low,Service Worker,Married,Parents Health Insurance,Basic,4515,573070
6098,Teen,17,0,147069,147069,2,High,Dependent,Single,Family Health Insurance,Premier,25574,499383
6099,Child,7,0,92009,92009,2,Medium,Dependent,Single,Family Health Insurance,Lite,17575,499383
6100,Young Adult,22,88061,0,232787,3,Medium,Service Worker,Married,Family Health Insurance,Lite,17575,499383
6101,Adult,31,92044,0,219081,1,Medium,White-collar,Married,Protability Insurance,Lite,10315,326569
6102,Adult,63,36771,0,78883,1,Low,Service Worker,Married,Parents Health Insurance,Basic,4515,573070
6103,Child,5,0,24174,24174,1,Low,Dependent,Single,Children Health Insurance,Basic,9480,299273
6104,Adult,31,52200,0,107659,1,Medium,White-collar,Married,Protability Insurance,Lite,10315,326569
6105,Adult,43,110601,0,174867,4,High,Executive,Married,Family Health Insurance,Premier,25574,499383
6106,Adult,40,103981,0,156181,2,High,Blue-collar,Married,Family Health Insurance,Premier,25574,499383
6107,Adult,47,139854,0,243835,3,High,Entrepreneur,Married,Family Health Insurance,Premier,25574,499383
6108,Adult,39,94877,0,94877,1,Medium,White-collar,Single,Individual Health Insurance,Lite,13437,669409
6109,Adult,56,52200,0,146715,1,Medium,White-collar,Married,Parents Health Insurance,Lite,10404,573070
6110,Adult,60,42112,0,42112,1,Low,Blue-collar,Single,Parents Health Insurance,Basic,4515,573070
6111,Young Adult,19,36771,0,36771,1,Low,Blue-collar,Single,Individual Health Insurance,Basic,4712,669409
6112,Child,4,0,61853,61853,1,Medium,Dependent,Single,Children Health Insurance,Lite,15600,299273
6113,Teen,17,0,110601,110601,3,High,Dependent,Single,Family Health Insurance,Premier,25574,499383
6114,Child,10,0,126736,126736,1,High,Dependent,Single,Children Health Insurance,Premier,19730,299273
6115,Child,9,0,108000,108000,1,High,Dependent,Single,Children Health Insurance,Premier,19730,299273
6116,Adult,49,94515,0,219255,4,Medium,Service Worker,Married,Family Health Insurance,Lite,17575,499383
6117,Adult,45,88061,0,143520,4,Medium,Clerical,Married,Family Health Insurance,Lite,17575,499383
6118,Child,12,0,28436,28436,1,Low,Dependent,Single,Children Health Insurance,Basic,9480,299273
6119,Adult,54,88061,0,88061,1,Medium,White-collar,Single,Individual Health Insurance,Lite,13437,669409
6120,Adult,36,48981,0,152962,1,Low,Factory Worker,Married,Accidental Coverage,Basic,8791,470322
6121,Child,3,0,24174,24174,1,Low,Dependent,Single,Children Health Insurance,Basic,9480,299273
6122,Teen,15,0,41311,41311,1,Low,Dependent,Single,Children Health Insurance,Basic,9480,299273
6123,Adult,44,41311,0,41311,1,Low,Service Worker,Single,Protability Insurance,Basic,6790,326569
6124,Adult,46,48981,0,48981,1,Low,Blue-collar,Single,Accidental Coverage,Basic,8791,470322
6125,Child,8,0,141451,141451,1,High,Dependent,Single,Children Health Insurance,Premier,19730,299273
6126,Adult,30,107277,0,159477,1,High,Executive,Married,Accidental Coverage,Premier,15431,470322
6127,Adult,49,89302,0,141502,4,Medium,Technician,Married,Family Health Insurance,Lite,17575,499383
6128,Adult,59,92044,0,231898,1,Medium,Sales Associate,Married,Parents Health Insurance,Lite,10404,573070
6129,Teen,16,0,94877,94877,2,Medium,Dependent,Single,Family Health Insurance,Lite,17575,499383
6130,Adult,35,110353,0,110353,1,High,Executive,Single,Accidental Coverage,Premier,15431,470322
6131,Adult,27,103981,0,103981,1,High,Entrepreneur,Single,Protability Insurance,Premier,18613,326569
6132,Adult,35,94877,0,94877,1,Medium,Sales Associate,Single,Individual Health Insurance,Lite,13437,669409
6133,Adult,24,89302,0,89302,1,Medium,Technician,Single,Individual Health Insurance,Lite,13437,669409
6134,Adult,31,144726,0,232787,3,High,Executive,Married,Family Health Insurance,Premier,25574,499383
6135,Adult,47,110353,0,110353,1,High,Executive,Single,Accidental Coverage,Premier,15431,470322
6136,Adult,52,50305,0,102505,3,Medium,Clerical,Married,Family Health Insurance,Lite,17575,499383
6137,Adult,32,110601,0,110601,1,High,Professional,Single,Accidental Coverage,Premier,15431,470322
6138,Adult,33,63603,0,63603,1,Medium,White-collar,Single,Individual Health Insurance,Lite,13437,669409
6139,Adult,31,88061,0,124832,1,Medium,Clerical,Married,Accidental Coverage,Lite,14445,470322
6140,Adult,27,88061,0,129372,1,Medium,Clerical,Married,Accidental Coverage,Lite,14445,470322
6141,Adult,40,40968,0,40968,1,Low,Service Worker,Single,Individual Health Insurance,Basic,4712,669409
6142,Adult,26,92044,0,92044,1,Medium,Clerical,Single,Protability Insurance,Lite,10315,326569
6143,Adult,47,107277,0,107277,1,High,Manager,Single,Individual Health Insurance,Premier,18299,669409
6144,Adult,63,14734,0,122011,1,Low,Factory Worker,Married,Parents Health Insurance,Basic,4515,573070
6145,Adult,60,14734,0,14734,1,Low,Service Worker,Single,Parents Health Insurance,Basic,4515,573070
6146,Teen,13,0,48981,48981,6,Low,Dependent,Single,Children Health Insurance,Basic,9480,299273
6147,Teen,16,0,89302,89302,3,Medium,Dependent,Single,Family Health Insurance,Lite,17575,499383
6148,Adult,29,52200,0,104400,2,Medium,Sales Associate,Married,Family Health Insurance,Lite,17575,499383
6149,Adult,58,124740,0,124740,1,High,Manager,Single,Parents Health Insurance,Premier,18790,573070
6150,Child,11,0,28436,28436,1,Low,Dependent,Single,Children Health Insurance,Basic,9480,299273
6151,Adult,35,94877,0,94877,1,Medium,Sales Associate,Single,Accidental Coverage,Lite,14445,470322
6152,Adult,50,110353,0,205230,3,High,Factory Worker,Married,Family Health Insurance,Premier,25574,499383
6153,Young Adult,19,17314,0,54085,1,Low,Service Worker,Married,Protability Insurance,Basic,6790,326569
6154,Adult,62,50305,0,50305,1,Medium,White-collar,Single,Parents Health Insurance,Lite,10404,573070
6155,Adult,46,55459,0,55459,1,Medium,Clerical,Single,Accidental Coverage,Lite,14445,470322
6156,Adult,34,88061,0,176122,1,Medium,Clerical,Married,Individual Health Insurance,Lite,13437,669409
6157,Adult,52,116867,0,241607,2,High,Service Worker,Married,Family Health Insurance,Premier,25574,499383
6158,Child,9,0,110049,110049,1,High,Dependent,Single,Children Health Insurance,Premier,19730,299273
6159,Adult,23,103981,0,198858,3,High,Factory Worker,Married,Family Health Insurance,Premier,25574,499383
6160,Adult,27,103981,0,214582,1,High,Executive,Married,Accidental Coverage,Premier,15431,470322
6161,Adult,54,88061,0,88061,1,Medium,White-collar,Single,Protability Insurance,Lite,10315,326569
6162,Adult,45,139854,0,181966,4,High,Manager,Married,Family Health Insurance,Premier,25574,499383
6163,Adult,43,110353,0,227220,4,High,Blue-collar,Married,Family Health Insurance,Premier,25574,499383
6164,Adult,42,48981,0,48981,1,Low,Service Worker,Single,Individual Health Insurance,Basic,4712,669409
6165,Adult,29,124740,0,188343,1,High,Manager,Married,Protability Insurance,Premier,18613,326569
6166,Adult,43,88061,0,182576,3,Medium,Sales Associate,Married,Family Health Insurance,Lite,17575,499383
6167,Adult,26,110353,0,159334,1,High,Manager,Married,Protability Insurance,Premier,18613,326569
6168,Teen,14,0,52200,52200,5,Medium,Dependent,Single,Accidental Coverage,Lite,14445,470322
6169,Adult,33,55459,0,200185,3,Medium,Technician,Married,Family Health Insurance,Lite,17575,499383
6170,Adult,33,110353,0,173956,2,High,Factory Worker,Married,Family Health Insurance,Premier,25574,499383
6171,Young Adult,21,44710,0,44710,1,Low,Blue-collar,Single,Protability Insurance,Basic,6790,326569
6172,Child,10,0,61853,61853,1,Medium,Dependent,Single,Children Health Insurance,Lite,15600,299273
6173,Young Adult,19,42112,0,189181,1,Low,Factory Worker,Married,Protability Insurance,Basic,6790,326569
6174,Adult,33,36771,0,36771,1,Low,Blue-collar,Single,Accidental Coverage,Basic,8791,470322
6175,Adult,35,110353,0,110353,1,High,Professional,Single,Accidental Coverage,Premier,15431,470322
6176,Adult,35,127037,0,190640,2,High,Factory Worker,Married,Family Health Insurance,Premier,25574,499383
6177,Teen,17,0,94515,94515,3,Medium,Dependent,Single,Family Health Insurance,Lite,17575,499383
6178,Teen,14,0,124740,124740,1,High,Dependent,Single,Children Health Insurance,Premier,19730,299273
6179,Child,6,0,105712,105712,1,High,Dependent,Single,Children Health Insurance,Premier,19730,299273
6180,Adult,28,63603,0,167584,4,Medium,Clerical,Married,Family Health Insurance,Lite,17575,499383
6181,Adult,59,94877,0,205478,1,Medium,White-collar,Married,Parents Health Insurance,Lite,10404,573070
6182,Child,10,0,38734,38734,1,Low,Dependent,Single,Children Health Insurance,Basic,9480,299273
